"VarName","VarDesc","Details"
"DED2HDDX","Reader 2 hand dermatitis","[DEX_C]
(Examination / Dermatology)"
"DED2PSDX","Reader 2 psoriasis","[DEX_C]
(Examination / Dermatology)"
"DED6HDDX","Reader 6 hand dermatitis","[DEX_C]
(Examination / Dermatology)"
"DED6PSDX","Reader 6 psoriasis","[DEX_C]
(Examination / Dermatology)"
"DEQ010","Next are some general questions about {your/SP's} skin and hair.  How many moles {do you/does SP} have that are at least 1/4 inch in diameter?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ020","What {is/was} {your/SP's} natural hair color {at 18}?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ030","If after several months of not being in the sun, {you/SP} then went out in the sun without sunscreen or protective clothing for a half hour, which one of these would happen to {your/his/her} skin?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ034A","When {you go/SP goes} outside on a very sunny day, for more than one hour, how often {do you/does SP} Stay in the shade?","[DEQ_C, DEQ_D, DEQ_F, DEQ_G, DEQ_H, DEQ_I, DEQ_J]
(Questionnaire / Dermatology)"
"DEQ034B","Wear a hat that shades {your/his/her} face, ears and neck?  Would you say . .","[DEQ_C, DEQ_D]
(Questionnaire / Dermatology)"
"DEQ034C","Wear a long sleeved shirt?  Would you say . . .","[DEQ_C, DEQ_D, DEQ_F, DEQ_G, DEQ_H, DEQ_I, DEQ_J]
(Questionnaire / Dermatology)"
"DEQ034D","Use sunscreen?  Would you say . . .","[DEQ_C, DEQ_D, DEQ_F, DEQ_G, DEQ_H, DEQ_I, DEQ_J]
(Questionnaire / Dermatology)"
"DEQ036","What is the SPF number of the sunscreen you use most often?","[DEQ_C, DEQ_D]
(Questionnaire / Dermatology)"
"DEQ038G","How many times in the past year {have you/has SP} had a sunburn?","[DEQ_C, DEQ_D, DEQ_F, DEQ_G, DEQ_H, DEQ_I, DEQ_J]
(Questionnaire / Dermatology)"
"DEQ038Q","How many times in the past year {have you/has SP} had a sunburn?","[DEQ_F, DEQ_G, DEQ_H, DEQ_I, DEQ_J]
(Questionnaire / Dermatology)"
"DEQ040","{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he/SP} had melanoma?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ050","Have any of {your/SP's} close blood relatives ever been told by a doctor or other health professional that they had melanoma?  By close blood relatives, we mean parents, grandparents, brothers, sisters, or children.","[DEQ]
(Questionnaire / Dermatology)"
"DEQ053","(Have you/ Has SP) ever been told by a health care provider that (you/he/she) had psoriasis (sore-eye-asis)?","[DEQ_C, DEQ_D]
(Questionnaire / Dermatology)"
"DEQ055","On a scale of 1 to 10 how much of a problem has (your/his/her) psoriasis been in (your/his/her) everyday life, where 1 means no problem at all and 10 means a very large problem.","[DEQ_C, DEQ_D]
(Questionnaire / Dermatology)"
"DEQ057","(Do you/Does SP) currently have....","[DEQ_C, DEQ_D]
(Questionnaire / Dermatology)"
"DEQ060","During the past 12 months, that is since {DISPLAY CURRENT MONTH} a year ago, {have you/has SP} had dermatitis, eczema, or any other type of red, inflamed skin rash?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ070","{Do you/Does SP} have this skin condition today?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ083A","Please look at this card and tell me the parts of the body that {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ083B","What parts of the body {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ083E","What parts of the body {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ083F","What parts of the body {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ083G","What parts of the body {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ083H","What parts of the body {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ083I","What parts of the body {were/are} affected by this skin condition?  PROBE:  Any other parts?","[DEQ_C]
(Questionnaire / Dermatology)"
"DEQ090","Did this skin condition {you/SP} had in the past 12 months result form chemicals or other substances which got on {your/his/her} skin?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ110","{Were you/Was SP} at work or at {your/his/her} job or business when {you/s/he} got these substances {your/her/his} skin?","[DEQ]
(Questionnaire / Dermatology)"
"DEQ1BPFO","Reader 1 psoriasis present back of legs with palm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ1BPOT","Reader 1 psoriasis present back of legs with palm other","[DEX_C]
(Examination / Dermatology)"
"DEQ1BPPO","Reader 1 psoriasis present back of legs with palm position","[DEX_C]
(Examination / Dermatology)"
"DEQ1BPSH","Reader 1 psoriasis present back of legs with palm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ1ELFO","Reader 1 psoriasis present elbows focus","[DEX_C]
(Examination / Dermatology)"
"DEQ1ELOT","Reader 1 psoriasis present elbows other","[DEX_C]
(Examination / Dermatology)"
"DEQ1ELPO","Reader 1 psoriasis present elbows position","[DEX_C]
(Examination / Dermatology)"
"DEQ1ELSH","Reader 1 psoriasis present elbows shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ1FHFO","Reader 1 psoriasis present front of legs with palm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ1FHOT","Reader 1 psoriasis present front of legs with palm other","[DEX_C]
(Examination / Dermatology)"
"DEQ1FHPO","Reader 1 psoriasis present front of legs with palm position","[DEX_C]
(Examination / Dermatology)"
"DEQ1FHSH","Reader 1 psoriasis present front of legs with palm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ1IAFO","Reader 1 psoriasis present inner arm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ1IAOT","Reader 1 psoriasis present inner arm other","[DEX_C]
(Examination / Dermatology)"
"DEQ1IAPO","Reader 1 psoriasis presetn inner arm position","[DEX_C]
(Examination / Dermatology)"
"DEQ1IASH","Reader 1 psoriasis present inner arm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ2BPFO","Reader 2 psoriasis present back of legs with palm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ2BPOT","Reader 2 psoriasis present back of legs with palm other","[DEX_C]
(Examination / Dermatology)"
"DEQ2BPPO","Reader 2 psoriasis present back of legs with palm position","[DEX_C]
(Examination / Dermatology)"
"DEQ2BPSH","Reader 2 psoriasis present back of legs with palm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ2ELFO","Reader 2 psoriasis present elbows focus","[DEX_C]
(Examination / Dermatology)"
"DEQ2ELOT","Reader 2 psoriasis present elbows other","[DEX_C]
(Examination / Dermatology)"
"DEQ2ELPO","Reader 2 psoriasis present elbows position","[DEX_C]
(Examination / Dermatology)"
"DEQ2ELSH","Reader 2 psoriasis present elbows shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ2FHFO","Reader 2 psoriasis present front of legs with palm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ2FHOT","Reader 2 psoriasis present front of legs with palm other","[DEX_C]
(Examination / Dermatology)"
"DEQ2FHPO","Reader 2 psoriasis present front of legs with palm position","[DEX_C]
(Examination / Dermatology)"
"DEQ2FHSH","Reader 2 psoriasis present front of legs with palm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ2IAFO","Reader 2 psoriasis present inner arm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ2IAOT","Reader 2 psoriasis present inner arm other","[DEX_C]
(Examination / Dermatology)"
"DEQ2IAPO","Reader 2 psoriasis present inner arm position","[DEX_C]
(Examination / Dermatology)"
"DEQ2IASH","Reader 2 psoriasis present inner arm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ6BPFO","Reader 6 psoriasis present back of legs with palm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ6BPOT","Reader 6 psoriasis present back of legs with palm other","[DEX_C]
(Examination / Dermatology)"
"DEQ6BPPO","Reader 6 psoriasis present back of legs with palm position","[DEX_C]
(Examination / Dermatology)"
"DEQ6BPSH","Reader 6 psoriasis present back of legs with palm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ6ELFO","Reader 6 psoriasis present elbows focus","[DEX_C]
(Examination / Dermatology)"
"DEQ6ELOT","Reader 6 psoriasis present elbows other","[DEX_C]
(Examination / Dermatology)"
"DEQ6ELPO","Reader 6 psoriasis present elbows position","[DEX_C]
(Examination / Dermatology)"
"DEQ6ELSH","Reader 6 psoriasis present elbows shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ6FHFO","Reader 6 psoriasis present front of legs with palm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ6FHOT","Reader 6 psoriasis present front of legs with palm other","[DEX_C]
(Examination / Dermatology)"
"DEQ6FHPO","Reader 6 psoriasis present front of legs with palm position","[DEX_C]
(Examination / Dermatology)"
"DEQ6FHSH","Reader 6 psoriasis present front of legs with palm shadow","[DEX_C]
(Examination / Dermatology)"
"DEQ6IAFO","Reader 6 psoriasis present inner arm focus","[DEX_C]
(Examination / Dermatology)"
"DEQ6IAOT","Reader 6 psoriasis present inner arm other","[DEX_C]
(Examination / Dermatology)"
"DEQ6IAPO","Reader 6 psoriasis present inner arm position","[DEX_C]
(Examination / Dermatology)"
"DEQ6IASH","Reader 6 psoriasis present inner arm shadow","[DEX_C]
(Examination / Dermatology)"
"DEX1COMM","Reader 1 comment","[DEX_C]
(Examination / Dermatology)"
"DEX1CRFU","Reader 1 condition require follow-up","[DEX_C]
(Examination / Dermatology)"
"DEX1FITZ","Reader 1 Fitzpatrick skin type","[DEX_C]
(Examination / Dermatology)"
"DEX1HDCF","Reader 1 hand dermatitis confidence","[DEX_C]
(Examination / Dermatology)"
"DEX1HDFH","Reader 1 hand dermatitis present forearms/hands","[DEX_C]
(Examination / Dermatology)"
"DEX1HDPM","Reader 1 hand dermatitis present palms","[DEX_C]
(Examination / Dermatology)"
"DEX1PSAL","Reader 1 psoriasis present anterior legs","[DEX_C]
(Examination / Dermatology)"
"DEX1PSBK","Reader 1 psoriasis present back","[DEX_C]
(Examination / Dermatology)"
"DEX1PSCF","Reader 1 psoriasis confidence","[DEX_C]
(Examination / Dermatology)"
"DEX1PSFH","Reader 1 psoriasis present forearms/hands","[DEX_C]
(Examination / Dermatology)"
"DEX1PSPL","Reader 1 psoriasis present posterior legs","[DEX_C]
(Examination / Dermatology)"
"DEX1PSPM","Reader 1 psoriasis present palms","[DEX_C]
(Examination / Dermatology)"
"DEX2COMM","Reader 2 comment","[DEX_C]
(Examination / Dermatology)"
"DEX2CRFU","Reader 2 condition require follow-up","[DEX_C]
(Examination / Dermatology)"
"DEX2FITZ","Reader 2 Fitzpatrick skin type","[DEX_C]
(Examination / Dermatology)"
"DEX2HDCF","Reader 2 hand dermatitis confidence","[DEX_C]
(Examination / Dermatology)"
"DEX2HDFH","Reader 2 hand dermatitis present forearms/hands","[DEX_C]
(Examination / Dermatology)"
"DEX2HDPM","Reader 2 hand dermatitis present palms","[DEX_C]
(Examination / Dermatology)"
"DEX2PSAL","Reader 2 psoriasis present anterior legs","[DEX_C]
(Examination / Dermatology)"
"DEX2PSBK","Reader 2 psoriasis present back","[DEX_C]
(Examination / Dermatology)"
"DEX2PSCF","Reader 2 psoriasis confidence","[DEX_C]
(Examination / Dermatology)"
"DEX2PSFH","Reader 2 psoriasis present forearms/hands","[DEX_C]
(Examination / Dermatology)"
"DEX2PSPL","Reader 2 psoriasis present posterior legs","[DEX_C]
(Examination / Dermatology)"
"DEX2PSPM","Reader 2 psoriasis present palms","[DEX_C]
(Examination / Dermatology)"
"DEX6COMM","Reader 6 comment","[DEX_C]
(Examination / Dermatology)"
"DEX6CRFU","Reader 6 condition require follow-up","[DEX_C]
(Examination / Dermatology)"
"DEX6FITZ","Reader 6 Fitzpatrick Skin Type","[DEX_C]
(Examination / Dermatology)"
"DEX6HDCF","Reader 6 hand dermatitis confidence","[DEX_C]
(Examination / Dermatology)"
"DEX6HDFH","Reader 6 hand dermatitis present forearms/hands","[DEX_C]
(Examination / Dermatology)"
"DEX6HDPM","Reader 6 hand dermatitis present palms","[DEX_C]
(Examination / Dermatology)"
"DEX6PSAL","Reader 6 psoriasis present anterior legs","[DEX_C]
(Examination / Dermatology)"
"DEX6PSBK","Reader 6 psoriasis present back","[DEX_C]
(Examination / Dermatology)"
"DEX6PSCF","Reader 6 psoriasis confidence","[DEX_C]
(Examination / Dermatology)"
"DEX6PSFH","Reader 6 psoriasis present forearms/hands","[DEX_C]
(Examination / Dermatology)"
"DEX6PSPL","Reader 6 psoriasis present posterior legs","[DEX_C]
(Examination / Dermatology)"
"DEX6PSPM","Reader 6 psoriasis present palms","[DEX_C]
(Examination / Dermatology)"
"DEXFCOMM","Report of Findings comment","[DEX_C]
(Examination / Dermatology)"
"DID040","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID040G","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","[DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DID040Q","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","[DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DID060","For how long {have you/has SP} been taking insulin?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID060G","For how long {have you/has SP} been taking insulin?","[DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DID060Q","For how long {have you/has SP} been taking insulin?","[DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DID070","{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood sugar?  These are sometimes called oral agents or oral hypoglycemic agents.","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID250","How many times {have you/has SP} seen this doctor or other health professional in the past 12 months?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID260","How often {do you check your/does SP check his/her} blood for glucose or sugar?  Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID270","Glycosylated (GLY-CO-SYL-AT-ED) hemoglobin or the ""A one C"" test measures the average level of blood sugar over the past 3 months, and usually ranges between 5 and 14.  During the past 12 months, how many times has a doctor or other health professional checked {you/SP} for glycosylated hemoglobin or ""A one C""?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID310D","What does {your/SP's} doctor or other health professional say {your/his/her} 

blood pressure should be?","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID310D","What does {your/SP's} doctor or other health professional say {your/his/her} blood pressure should be?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID310S","What does {your/SP's} doctor or other health professional say {your/his/her} 

blood pressure should be?","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID310S","What does {your/SP's} doctor or other health professional say {your/his/her} blood pressure should be?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID320","One part of total serum cholesterol in {your/SP's} blood is a bad cholesterol, 

called LDL, which builds up and clogs {your/his/her} arteries. What was {your/his/her} most 

recent LDL cholesterol number?","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID320","One part of total serum cholesterol in {your/SP's} blood is a bad cholesterol, called LDL, which builds up and clogs {your/his/her} arteries.  What was {your/his/her} most recent LDL cholesterol number?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID330","What does {your/SP's} doctor or other health professional say {your/his/her} 

LDL cholesterol should be?","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID330","What does {your/SP's} doctor or other health professional say {your/his/her} LDL cholesterol should be?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID340","During the past 12 months, about how many times has a doctor or other health professional checked {your/SP's} feet for any sores or irritations?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DID341","During the past 12 months, about how many times has a doctor or other health professional checked {your/SP's} feet for any sores or irritations?","[DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DID350","How often {do you check your feet/does SP check (his/her) feet} for sores or irritations?  Include times when checked by a family member or friend, but do not include times when checked by a doctor or other health professional.","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIF_FLAG","Indicates more than 5 cm difference between height and length.","[GROWTHCH]
(Examination / Growth Chart)"
"DIQ010","The next questions are about specific medical conditions. {Other than during pregnancy, {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?","[DIQ, DIQ_B, DIQ_C, DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ040G","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","[DIQ]
(Questionnaire / Diabetes)"
"DIQ040Q","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","[DIQ]
(Questionnaire / Diabetes)"
"DIQ050","{Is SP/Are you} now taking insulin","[DIQ, DIQ_B, DIQ_C, DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ060G","For how long {have you/has SP} been taking insulin?","[DIQ]
(Questionnaire / Diabetes)"
"DIQ060Q","For how long {have you/has SP} been taking insulin?","[DIQ]
(Questionnaire / Diabetes)"
"DIQ060U","UNIT OF MEASURE","[DIQ, DIQ_B, DIQ_C, DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ070","{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood sugar?  These are sometimes called oral agents or oral hypoglycemic agents.","[DIQ, DIQ_B, DIQ_C, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ080","Has a doctor ever told {you/SP} that diabetes has affected {your/his/her} eyes or that {you/s/he} had retinopathy (ret-in-op-ath-ee)?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ080","Has a doctor ever told {you/SP} that diabetes has affected {your/his/her} eyes or that {you/s/he} had retinopathy?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ090","{Have you/Has SP} ever had an ulcer or sore on {your/his/her} leg or foot that took more than 4 weeks to heal?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ100","During the past 3 months, {have you/has SP} had numbness or loss of feeling in {your/his/her} hands or feet, other than from {your/his/her} hands or feet falling asleep?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ110","Has the numbness or loss of feeling been in {your/SP's} hands, feet, or both?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ120","During the past 3 months, {have you/has SP} had a painful sensation or tingling in {your/his/her} hands or feet?  Do not include normal foot aches from standing or walking for long periods.","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ130","Has the painful sensation or tingling been in {your/his/her} hands, feet, or both?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ140","{Do you/Does SP} ever get pain in either leg while {you are/s/he is} walking?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ150","Does this pain include pain in {your/SP's} calf or calves?","[DIQ, DIQ_B, DIQ_C]
(Questionnaire / Diabetes)"
"DIQ160","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any of the following:  prediabetes, impaired fasting glucose, impaired glucose tolerance, borderline diabetes or that {your/her/his} blood sugar is higher than normal but not high enough to be called diabetes or sugar diabetes?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ170","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} health conditions or a medical or family history that increases {your/his/her} risk for diabetes?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ172","{Do you/Does SP} feel {you/he/she} could be at risk for diabetes or prediabetes?","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175A","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175B","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175C","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175D","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175E","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175F","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175G","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175H","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175I","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175J","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175K","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175L","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175M","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175N","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175O","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175P","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175Q","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175R","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175S","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175T","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175U","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175V","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175W","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes?
[Anything else?]","[DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ175X","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?]","[DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ180","{Have you/Has SP} had a blood test for high blood sugar or diabetes within the past three years?","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
"DIQ190A","To lower {your/his/her} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to:   control {your/his/her} weight or lose weight?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ190B","To lower {your/his/her} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to:   increase {your/his/her} physical activity or exercise?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ190C","To lower {your/his/her} risk for certain diseases, during the past 12 months {have you/has s/he} ever been told by a doctor or health professional to:  reduce the amount of fat or calories in {your/his/her} diet?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ200A","To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:  controlling {your/his/her} weight or losing weight?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ200B","To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:  increasing {your/his/her} physical activity or exercise?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ200C","To lower {your/his/her} risk for certain diseases, {are you/is s/he} now doing any of the following:  reducing the amount of fat or calories in {your/his/her} diet?","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ220","Was {your/his/her} diabetes diagnosed...","[DIQ_D, DIQ_E]
(Questionnaire / Diabetes)"
"DIQ230","When was the last time {you/SP} saw a diabetes nurse educator or dietitian or nutritionist for {your/his/her} diabetes?  Do not include doctors or other health professionals.","[DIQ_D, DIQ_E, DIQ_F, DIQ_G, DIQ_H, DIQ_I, DIQ_J]
(Questionnaire / Diabetes)"
